Users,Items
9622020-09-14,"[128, 130, 130]"
9232020-11-26,[76]
9692020-09-24,[128]
9622020-09-18,"[128, 128, 154]"
9622020-09-19,"[139, 154]"
9692020-09-25,"[169, 184]"
9152020-11-07,[76]
4722020-11-25,"[21, 107]"
3402020-10-10,[170]
9692020-09-27,"[128, 135]"
7282020-10-21,[130]
6802020-11-12,[169]
7282020-10-20,"[142, 154]"
6672020-09-04,[154]
11632020-09-13,"[128, 154]"
4912020-09-22,[22]
4722020-11-26,[76]
9032020-10-23,"[128, 176]"
4202020-09-28,"[146, 151]"
1022020-10-06,[170]
7282020-10-24,"[142, 154]"
6802020-11-13,"[138, 142]"
16902020-10-03,[141]
11632020-09-17,"[76, 169]"
7282020-10-26,[187]
4212020-11-24,"[151, 164]"
11632020-09-16,"[135, 173]"
4992020-09-02,"[108, 148, 154]"
2302020-08-16,[12]
1842020-09-10,"[151, 164]"
4992020-09-01,"[76, 161]"
2302020-08-13,[128]
2302020-08-12,[12]
4992020-09-04,"[76, 154, 156]"
1842020-09-15,[2]
1842020-09-18,[107]
4992020-09-09,[76]
11952020-09-05,[128]
2302020-08-19,[130]
2302020-08-18,"[148, 154]"
11352020-08-19,[156]
11352020-08-18,[151]
11952020-09-04,"[134, 134]"
9312020-09-18,"[128, 129, 154, 155]"
9312020-09-19,"[130, 154]"
9312020-09-16,"[128, 128]"
9312020-09-17,[128]
9312020-09-14,"[76, 157]"
13242020-10-13,[134]
9312020-09-12,[15]
9312020-09-13,"[134, 154]"
9312020-09-10,[154]
9312020-09-11,[154]
1202020-11-19,[2]
1202020-11-18,[170]
11632020-09-18,"[128, 139, 154]"
552020-10-02,[2]
502020-09-29,[2]
1202020-11-11,[123]
1202020-11-10,"[2, 188]"
1202020-11-13,[14]
502020-09-27,"[2, 25, 123]"
502020-09-20,"[2, 46, 123]"
502020-09-21,"[2, 123]"
502020-09-22,"[2, 93, 123]"
502020-09-23,[123]
3182020-09-23,"[128, 132, 148, 154]"
1612020-10-30,[2]
7872020-08-17,"[128, 154]"
7872020-08-18,[154]
6672020-09-01,"[76, 76, 124, 169]"
4812020-10-30,[130]
9732020-10-30,[134]
7812020-08-28,[170]
1022020-10-03,[188]
592020-10-26,[193]
8992020-10-27,"[135, 135, 140, 142, 154]"
11952020-09-09,[128]
11952020-09-08,"[25, 76]"
13342020-09-16,[182]
8452020-11-22,"[12, 128]"
8452020-11-23,[138]
8452020-11-20,[141]
8452020-11-21,"[128, 169]"
8452020-11-26,[1]
8452020-11-27,[129]
8452020-11-24,[130]
8452020-11-25,[15]
2432020-10-01,[169]
8452020-11-28,[15]
8452020-11-29,[14]
8312020-10-08,"[151, 164]"
6792020-09-28,[161]
21692020-10-04,[178]
16902020-10-06,"[76, 142, 154, 182]"
2242020-10-25,[188]
7872020-11-18,"[139, 169]"
19782020-09-28,[130]
19782020-09-29,"[22, 160]"
17142020-10-11,"[141, 155, 177]"
17142020-10-10,"[154, 187]"
3812020-08-18,"[140, 140, 154, 157]"
6912020-10-19,"[124, 193]"
19782020-09-20,"[25, 128]"
19782020-09-21,[21]
19782020-09-26,[154]
17142020-10-18,"[128, 193]"
15212020-10-01,"[76, 156]"
15212020-10-03,"[128, 128]"
6772020-10-10,"[169, 187]"
15212020-10-05,[189]
15212020-10-06,"[134, 154]"
15212020-10-07,"[130, 142]"
2242020-10-26,[154]
15422020-10-19,"[141, 169]"
14592020-10-17,[154]
14592020-10-16,[15]
13712020-08-24,[161]
14592020-10-11,[134]
14592020-10-10,"[130, 134]"
3192020-11-17,"[100, 139, 170]"
3192020-11-16,[2]
3402020-10-18,[76]
3192020-11-14,[178]
3192020-11-13,[154]
3192020-11-12,"[93, 124]"
14592020-10-19,"[130, 134]"
13712020-08-29,"[134, 155]"
6792020-09-23,[148]
16902020-10-04,[128]
7872020-11-16,[138]
6912020-10-10,[128]
5152020-10-12,[188]
3222020-11-23,[134]
13602020-09-18,"[107, 134, 183]"
5152020-10-13,[20]
3402020-10-19,[155]
6792020-09-27,[134]
6912020-09-12,[154]
2232020-09-27,[170]
4222020-11-02,[130]
15572020-10-09,[134]
5152020-10-11,[128]
3452020-11-18,"[76, 148]"
3452020-11-19,"[76, 107]"
2212020-09-28,[179]
15572020-10-03,"[76, 128, 131, 134, 154]"
15572020-10-02,[134]
3452020-11-16,[124]
3452020-11-17,"[134, 142]"
3452020-11-10,"[2, 130, 142]"
15572020-10-06,[142]
15572020-10-05,[15]
3452020-11-13,[134]
13332020-11-17,[107]
13332020-11-15,"[134, 154]"
13332020-11-13,[130]
13332020-11-12,[134]
20892020-09-19,[134]
12142020-09-01,"[146, 151]"
5152020-10-15,[169]
4222020-11-05,"[134, 135]"
13332020-11-18,"[15, 100]"
612020-10-17,[123]
14842020-09-05,[12]
5222020-08-17,"[12, 130, 164]"
14842020-09-07,[140]
2422020-08-18,[161]
612020-10-12,[22]
612020-10-11,[123]
14842020-09-03,[134]
2422020-08-14,[16]
2422020-08-15,"[133, 154]"
2422020-08-16,[12]
2422020-08-17,"[21, 128]"
14842020-09-08,"[2, 128]"
14842020-09-09,"[76, 154, 170]"
612020-10-19,"[2, 169]"
2422020-08-13,"[128, 134, 135]"
2122020-10-01,[2]
12822020-09-06,"[130, 148]"
12822020-09-07,[128]
2122020-10-05,[169]
12822020-09-01,[161]
11962020-09-08,[51]
2122020-10-06,"[76, 130, 135]"
13022020-10-17,"[154, 169, 193]"
2122020-10-08,"[76, 108]"
5422020-10-30,[128]
12822020-09-09,"[128, 156]"
8842020-11-23,"[128, 132]"
8842020-11-22,[138]
8842020-11-21,[154]
8842020-11-20,[128]
8842020-11-27,"[18, 26, 142, 168]"
8842020-11-26,[1]
8842020-11-25,"[76, 195]"
8842020-11-24,"[76, 134]"
8842020-11-29,[140]
8842020-11-28,[128]
13562020-09-15,"[148, 154, 154, 155]"
82020-08-28,[123]
11962020-09-09,[151]
13562020-09-14,"[138, 154]"
13562020-09-16,"[128, 154]"
182020-11-25,"[146, 188]"
5812020-08-24,[154]
4192020-10-13,"[142, 154]"
12142020-09-02,"[151, 161, 164]"
4192020-10-11,"[187, 190]"
4192020-10-10,[26]
4192020-10-17,[154]
4192020-10-16,[128]
4192020-10-15,[132]
4192020-10-14,[142]
15982020-10-27,[105]
15982020-10-24,[128]
182020-11-26,[123]
15982020-10-22,[134]
15982020-10-23,[129]
15982020-10-20,"[128, 134, 169]"
3592020-08-21,[156]
4622020-10-11,[154]
3552020-09-23,"[146, 151]"
4622020-10-12,[124]
4622020-10-15,"[26, 170, 190]"
4622020-10-14,[135]
4622020-10-17,"[154, 157]"
3552020-09-22,[130]
4622020-10-19,[186]
4622020-10-18,[170]
10172020-08-23,"[128, 159]"
5232020-10-22,[134]
1772020-10-20,[156]
3552020-09-20,[155]
7912020-10-21,"[76, 76, 134, 154]"
10362020-10-30,[130]
4842020-08-28,[155]
12592020-10-01,[154]
5232020-10-25,[173]
15512020-11-20,[195]
9002020-09-23,[169]
15512020-11-22,[76]
1912020-10-11,"[146, 151]"
15512020-11-24,"[51, 196]"
15512020-11-25,"[134, 142]"
13562020-10-28,[142]
13362020-10-25,[155]
15512020-11-28,[154]
13562020-10-27,"[1, 100, 135, 169, 187]"
13562020-10-24,[156]
13562020-10-25,"[93, 135]"
13562020-10-22,[192]
13562020-10-23,"[128, 130]"
13562020-10-20,[166]
13562020-10-21,[154]
16192020-10-17,"[74, 169]"
9002020-09-20,[141]
16192020-10-11,"[134, 156]"
16192020-10-10,[154]
9002020-09-27,[76]
16192020-10-19,"[18, 155]"
16192020-10-18,"[177, 182]"
9002020-09-26,[169]
10472020-11-24,[134]
14422020-10-01,[100]
8852020-09-13,[154]
14422020-10-03,"[128, 169]"
10472020-11-20,[128]
10472020-11-21,[128]
14422020-10-06,[151]
14422020-10-07,"[76, 130, 142]"
14422020-10-08,[169]
9002020-09-24,[151]
10472020-11-28,[138]
17142020-10-17,"[130, 157, 157]"
13822020-10-28,"[154, 169]"
8292020-10-01,"[138, 154]"
5012020-10-28,[154]
8292020-10-03,[133]
8292020-10-02,[12]
8292020-10-05,[154]
8292020-10-04,"[128, 142]"
8292020-10-07,"[151, 164]"
8292020-10-06,"[20, 128]"
8292020-10-09,"[128, 157]"
8292020-10-08,[174]
11962020-09-06,[148]
13812020-08-19,"[46, 107, 134]"
7722020-08-29,"[138, 159, 161]"
9462020-10-28,"[146, 146, 151]"
12132020-11-27,[160]
32020-09-16,"[2, 123]"
32020-09-17,"[2, 123]"
32020-09-14,"[18, 123]"
32020-09-15,"[2, 123]"
32020-09-12,"[2, 123]"
32020-09-13,"[2, 169]"
32020-09-10,[2]
32020-09-11,"[2, 76]"
10982020-08-23,[138]
3962020-08-19,[161]
7912020-10-25,"[134, 154]"
32020-09-18,[182]
32020-09-19,[25]
12762020-11-17,[100]
1182020-11-02,[169]
12762020-11-15,"[1, 107, 164]"
12762020-11-14,[134]
12762020-11-13,[169]
12762020-11-11,"[15, 25, 93]"
9462020-10-22,[128]
11982020-11-29,[128]
12602020-11-26,[140]
5012020-10-22,[161]
11982020-11-28,[20]
10172020-08-22,"[154, 169]"
5012020-10-23,"[169, 169]"
6462020-09-19,"[76, 151, 164, 169]"
5012020-10-24,"[129, 155]"
16082020-10-25,"[156, 173]"
9462020-10-26,"[128, 140]"
15372020-09-14,[156]
9462020-10-25,[154]
1402020-11-28,[76]
1402020-11-29,[2]
1402020-11-26,[170]
1402020-11-27,[170]
1402020-11-24,"[15, 76]"
1402020-11-25,"[134, 168]"
1402020-11-22,[107]
6462020-09-15,"[93, 107, 172]"
1402020-11-20,[107]
1402020-11-21,[2]
2082020-08-27,[130]
15372020-09-17,[154]
11962020-09-01,"[130, 154]"
6532020-09-18,[154]
2082020-08-26,"[146, 151]"
18472020-09-26,[12]
7912020-10-27,[128]
8472020-08-19,"[51, 154]"
8472020-08-18,[140]
2082020-08-25,"[124, 154]"
11982020-11-20,"[14, 169, 195]"
15212020-10-08,[156]
10012020-08-20,"[135, 154]"
2082020-08-24,[154]
3282020-10-29,[179]
11982020-11-23,"[130, 135, 136]"
3282020-10-25,[135]
3282020-10-24,[129]
3282020-10-27,[93]
3282020-10-26,[76]
3282020-10-21,"[135, 154, 159]"
3282020-10-20,[151]
3282020-10-23,"[146, 151]"
4772020-11-24,[142]
14242020-10-04,[187]
4772020-11-27,[128]
4772020-11-26,[167]
19922020-10-05,"[170, 182]"
15172020-10-10,"[15, 128, 154]"
15172020-10-11,[154]
15172020-10-17,[128]
15172020-10-18,[193]
15172020-10-19,[130]
3962020-10-19,[169]
11152020-09-11,[128]
6732020-10-10,[154]
6732020-10-13,"[142, 169]"
6732020-10-12,"[124, 141]"
6732020-10-15,"[124, 170]"
6732020-10-14,"[22, 74, 187]"
6732020-10-17,[155]
6732020-10-16,"[151, 169]"
6732020-10-19,[146]
2042020-10-22,[22]
15632020-11-29,[134]
5082020-08-28,[174]
6092020-09-06,"[148, 151]"
15632020-11-28,[169]
2732020-09-16,"[151, 155, 164]"
15222020-10-21,[142]
15222020-10-20,[26]
5192020-11-08,"[15, 169]"
5192020-11-09,"[124, 151, 186]"
15222020-10-25,"[168, 168]"
3192020-11-19,"[20, 25]"
15222020-10-27,[76]
16912020-10-18,[156]
13822020-10-21,[26]
15222020-10-28,[193]
3192020-11-18,"[15, 169]"
5192020-11-06,[135]
5192020-11-07,[142]
5192020-11-04,"[107, 169]"
5192020-11-05,[151]
6632020-08-28,[171]
8492020-08-29,[169]
19352020-10-09,[134]
19352020-10-08,"[50, 76, 76, 160]"
3792020-10-02,[134]
15592020-10-24,[128]
19352020-10-02,"[21, 25, 76]"
19352020-10-01,[154]
11152020-09-13,[156]
3192020-11-15,"[135, 141]"
19352020-10-05,"[93, 151]"
19352020-10-04,[128]
4162020-11-08,[19]
4162020-11-09,"[124, 141]"
3932020-11-08,[135]
3932020-11-09,[154]
2042020-10-20,"[151, 164]"
3932020-11-02,"[22, 128]"
4162020-11-01,"[22, 174]"
4162020-11-02,[128]
3932020-11-01,"[108, 154]"
3932020-11-06,"[128, 130]"
3932020-11-07,[129]
3932020-11-04,"[107, 135]"
3932020-11-05,[14]
8382020-09-19,[128]
5812020-08-18,[154]
5812020-08-19,[2]
5812020-08-17,"[140, 140]"
2042020-10-21,[173]
13132020-11-18,"[154, 170]"
20442020-09-19,[155]
5952020-10-29,[172]
17192020-09-12,[154]
332020-11-28,[2]
332020-11-29,"[2, 123]"
2392020-08-22,[155]
332020-11-24,[107]
722020-10-30,"[15, 22]"
332020-11-26,[2]
332020-11-27,[2]
19362020-09-19,"[146, 151]"
2392020-08-21,[128]
332020-11-22,[26]
332020-11-23,[26]
962020-10-28,[130]
2392020-08-20,[163]
8752020-11-07,[26]
8752020-11-06,[107]
8752020-11-09,"[1, 124]"
7912020-11-06,[124]
2392020-08-26,"[148, 151]"
11352020-11-17,[107]
11352020-11-16,[15]
11352020-11-15,"[129, 138, 154]"
11352020-11-14,[134]
11292020-10-22,"[128, 154, 173]"
11352020-11-12,[134]
11352020-11-11,"[134, 193]"
11352020-11-10,[175]
8362020-08-18,[164]
14502020-09-03,[15]
11352020-11-19,[128]
7912020-11-01,[22]
7912020-11-02,"[146, 151, 154]"
4092020-09-22,[169]
10442020-09-04,"[129, 130, 151, 154, 164, 170]"
11142020-11-29,[138]
10442020-09-06,"[105, 128, 155]"
10442020-09-07,"[76, 128, 154, 170]"
2912020-10-28,[146]
10442020-09-01,"[146, 151]"
10442020-09-02,"[140, 154, 169]"
962020-10-21,[76]
10442020-09-08,"[76, 128]"
10442020-09-09,[163]
16152020-09-12,[128]
3622020-09-06,"[93, 154, 159]"
5842020-11-08,[105]
8292020-10-27,[129]
2912020-10-29,[76]
16872020-11-16,[139]
6912020-09-16,"[156, 169]"
3622020-09-05,[176]
5842020-11-01,"[128, 134]"
3622020-09-04,"[139, 151]"
5842020-11-04,[134]
5842020-11-05,[124]
5842020-11-06,[129]
5842020-11-07,[128]
14632020-10-23,[154]
7592020-10-27,[187]
9052020-11-07,[134]
14122020-10-10,[129]
14122020-10-11,[155]
14122020-10-16,"[130, 156]"
14122020-10-17,[151]
14122020-10-18,[1]
14122020-10-19,[132]
9252020-10-09,"[108, 128, 155]"
8982020-09-17,[134]
1492020-08-29,"[14, 15, 155, 161]"
1492020-08-28,[108]
1492020-08-25,[154]
1492020-08-24,"[148, 156]"
1492020-08-27,[157]
4082020-09-07,[146]
1492020-08-21,[130]
1492020-08-20,"[130, 155]"
1492020-08-23,"[14, 154, 170]"
1492020-08-22,[164]
21132020-09-19,[169]
502020-11-14,[2]
5382020-08-17,"[15, 107, 128, 156]"
4082020-09-09,[26]
9252020-10-06,"[76, 108]"
5662020-11-14,[193]
1312020-10-03,"[2, 22]"
13482020-10-08,[12]
1312020-10-01,[2]
14412020-10-22,[142]
14412020-10-25,"[26, 76]"
1052020-11-08,[123]
1312020-10-05,[2]
1312020-10-04,[179]
1052020-11-05,[170]
6032020-09-23,"[128, 154]"
13482020-10-03,"[100, 142, 187]"
1052020-11-06,[26]
1052020-11-01,[123]
13482020-10-04,[134]
13482020-10-07,"[134, 154]"
13482020-10-06,"[76, 128, 154, 170]"
1732020-09-14,[134]
1732020-09-15,[130]
1732020-09-16,"[2, 45]"
1732020-09-17,"[2, 76, 93]"
1732020-09-10,"[151, 166]"
9252020-10-02,"[128, 132]"
1732020-09-12,[179]
1732020-09-13,"[169, 176]"
14802020-10-06,[169]
502020-11-13,[123]
1732020-09-18,"[2, 123]"
1732020-09-19,"[2, 50]"
11292020-10-24,[169]
3962020-10-16,"[141, 146]"
3452020-11-14,"[142, 154]"
7722020-08-18,"[2, 134]"
7722020-08-19,[148]
13052020-10-06,[154]
3452020-11-15,"[141, 142]"
11282020-10-12,[155]
7722020-08-17,[167]
15572020-10-01,[135]
3272020-11-18,[93]
3272020-11-19,"[25, 76]"
13082020-10-07,"[130, 142, 155]"
13082020-10-06,[148]
13082020-10-01,[139]
11292020-10-25,[154]
13082020-10-02,[141]
3272020-11-10,"[76, 173]"
15572020-10-07,"[134, 142]"
3272020-11-12,[132]
3272020-11-13,[169]
13082020-10-09,"[128, 176]"
8892020-10-09,[100]
3272020-11-17,"[12, 142]"
5542020-09-10,"[18, 74]"
3452020-11-12,[129]
2812020-10-15,[170]
2812020-10-13,[170]
2352020-10-17,"[130, 130]"
2352020-10-16,"[188, 192]"
5832020-08-22,"[2, 154]"
2352020-10-14,"[141, 177]"
2352020-10-13,"[130, 169]"
2352020-10-12,"[124, 154]"
2352020-10-11,[12]
12062020-09-01,[154]
8752020-08-19,[140]
352020-10-09,"[2, 169]"
2352020-10-19,"[146, 151]"
2352020-10-18,[133]
8692020-10-15,"[151, 164]"
13332020-11-11,[173]
12062020-09-04,"[154, 169]"
12062020-09-05,[132]
16442020-10-18,[156]
12062020-09-06,"[128, 140]"
17292020-09-08,[128]
8692020-10-12,[154]
10672020-10-17,[173]
15342020-11-26,[142]
7772020-11-09,"[100, 105]"
18332020-10-20,[129]
5562020-10-28,"[93, 156]"
5562020-10-29,[124]
18332020-10-24,"[128, 170]"
5562020-10-24,[139]
5562020-10-25,[15]
7772020-11-02,[134]
5562020-10-27,[170]
5562020-10-21,[129]
7772020-11-06,[14]
5562020-10-23,[128]
19852020-09-26,[135]
4282020-08-19,[167]
8582020-11-19,[129]
8582020-11-18,[141]
612020-10-16,[2]
8582020-11-15,[141]
8582020-11-14,[169]
8582020-11-17,"[2, 76]"
8582020-11-16,[100]
8582020-11-11,[193]
14842020-09-06,"[22, 130]"
8582020-11-13,[134]
8582020-11-12,[151]
2992020-11-16,[130]
2992020-11-17,"[108, 130]"
2992020-11-14,"[141, 146]"
2992020-11-15,[133]
2992020-11-12,[76]
2992020-11-13,[14]
2992020-11-10,[130]
2992020-11-11,[15]
612020-10-13,[174]
2992020-11-18,[107]
2992020-11-19,[129]
16182020-10-21,[134]
17202020-09-26,[108]
612020-10-10,[2]
3712020-08-28,[159]
4752020-10-20,"[142, 142]"
4752020-10-21,"[12, 140]"
4752020-10-22,[76]
4752020-10-23,[130]
4752020-10-24,[76]
4752020-10-25,[154]
4752020-10-26,[140]
4752020-10-27,"[151, 164]"
4752020-10-28,[134]
4752020-10-29,[19]
2912020-10-24,"[142, 154]"
4322020-11-27,[142]
17202020-09-22,[134]
16182020-10-27,[175]
5222020-08-19,[130]
4802020-10-01,"[133, 135]"
17122020-09-19,"[154, 170]"
5222020-08-18,"[128, 130, 154, 161]"
1782020-08-25,"[130, 155]"
1782020-08-24,[148]
6342020-10-10,[130]
6342020-10-11,"[128, 156]"
1782020-08-21,[123]
6022020-09-06,"[107, 128, 159]"
1782020-08-23,"[146, 151]"
1782020-08-22,[156]
6342020-10-18,[193]
612020-10-18,[2]
1782020-08-29,"[146, 151, 155]"
1782020-08-28,[151]
3972020-11-15,[130]
2052020-09-24,[14]
3972020-11-17,"[100, 100, 108]"
2052020-09-26,[22]
2052020-09-21,"[2, 123]"
2052020-09-20,"[2, 123]"
2052020-09-23,"[107, 169]"
2052020-09-22,[2]
5382020-11-23,"[107, 128, 138]"
5382020-11-22,[154]
5382020-11-21,"[151, 177]"
5382020-11-20,"[151, 164]"
2052020-09-29,"[2, 173]"
1382020-09-19,"[2, 76]"
5382020-11-25,[134]
5382020-11-24,[128]
14832020-11-20,[128]
14832020-11-21,[154]
14832020-11-22,[15]
2122020-10-02,[2]
14832020-11-24,"[146, 151]"
14832020-11-25,[142]
14832020-11-26,"[18, 76, 194]"
14832020-11-27,"[15, 98]"
14832020-11-28,[22]
14832020-11-29,"[138, 141]"
4322020-11-21,[193]
2122020-10-04,[188]
4912020-09-19,"[76, 135]"
3542020-09-08,"[154, 178]"
12822020-09-02,"[107, 159]"
10202020-08-22,"[107, 128, 135, 159]"
3542020-09-04,"[128, 169]"
3542020-09-05,[167]
3542020-09-06,[135]
3542020-09-07,[128]
3542020-09-01,[161]
3542020-09-02,"[124, 124, 154]"
3542020-09-03,"[74, 130, 161]"
5882020-08-24,[154]
5882020-08-25,"[14, 154, 156]"
5882020-08-26,[140]
5882020-08-27,"[15, 163]"
5882020-08-20,[128]
5882020-08-21,[154]
2912020-10-27,"[151, 164]"
5882020-08-23,"[130, 154]"
4002020-10-01,[164]
5882020-08-28,[129]
5882020-08-29,"[14, 156, 161]"
5202020-11-10,"[142, 187]"
18022020-09-20,[134]
3562020-08-13,"[16, 134, 156]"
18022020-09-22,"[22, 128, 160]"
3562020-08-16,"[128, 151, 163, 164]"
3562020-08-17,"[148, 159]"
3562020-08-14,"[140, 163]"
18022020-09-27,[74]
18022020-09-28,[128]
12822020-09-08,[140]
3562020-08-18,[46]
3562020-08-19,"[2, 130, 154]"
202020-09-21,[182]
7122020-11-10,[142]
9932020-09-29,[138]
4912020-09-10,[74]
202020-09-23,"[155, 160]"
8142020-09-28,"[22, 142]"
4762020-11-15,[128]
4762020-11-14,"[129, 130, 169]"
9892020-11-18,"[12, 76, 76, 128, 130, 138, 141, 146, 169]"
4912020-09-12,"[15, 154]"
4762020-11-11,[169]
4762020-11-10,[186]
4762020-11-13,[138]
4762020-11-12,"[124, 124, 130, 154]"
9892020-11-12,[130]
4912020-09-15,[76]
9892020-11-10,"[76, 134]"
15502020-09-05,"[93, 158, 167]"
9892020-11-16,[128]
9892020-11-17,[135]
9892020-11-14,[130]
202020-09-24,[108]
2782020-09-21,[123]
2782020-09-20,"[151, 164]"
2782020-09-23,[76]
2782020-09-22,"[51, 76]"
2782020-09-25,[169]
202020-09-27,"[2, 123]"
2782020-09-27,[74]
8142020-09-24,[12]
2782020-09-29,[25]
2782020-09-28,[2]
4912020-09-16,[74]
8142020-09-27,[142]
132020-11-26,[2]
132020-11-27,[188]
132020-11-24,[76]
15502020-09-09,[134]
132020-11-22,"[1, 123]"
132020-11-23,[188]
132020-11-20,"[2, 123]"
132020-11-21,"[2, 107]"
9472020-08-27,[154]
13982020-09-23,[12]
13982020-09-20,"[129, 171]"
13982020-09-21,"[107, 159]"
13982020-09-26,"[151, 166, 169]"
13982020-09-27,[128]
15662020-10-23,[76]
13982020-09-25,"[12, 108, 134, 134, 154]"
5952020-11-06,"[146, 151]"
12882020-11-17,"[132, 135]"
7072020-10-28,[141]
7072020-10-29,"[48, 108]"
7072020-10-24,[76]
7072020-10-25,[134]
7072020-10-26,"[76, 146, 151]"
14432020-10-11,[142]
7072020-10-20,[76]
7072020-10-21,"[18, 19, 154]"
7072020-10-22,"[18, 156]"
7072020-10-23,"[151, 164]"
4482020-10-24,"[142, 146, 151]"
4482020-10-25,"[188, 193]"
4482020-10-26,[124]
4482020-10-27,[141]
13042020-09-18,"[76, 128, 146, 151]"
4482020-10-21,[141]
4482020-10-22,"[12, 130, 154]"
4482020-10-23,"[76, 140]"
12662020-10-23,[169]
13042020-09-15,[128]
13042020-09-16,"[12, 178]"
12882020-11-13,[151]
15662020-10-22,[142]
13042020-09-11,"[26, 108, 128]"
13042020-09-13,"[128, 156]"
13122020-09-16,"[74, 146, 151]"
1292020-11-14,[188]
19142020-10-26,[154]
13122020-09-11,"[128, 134]"
19142020-10-24,[140]
3752020-08-25,[130]
19142020-10-20,[169]
6912020-10-14,[12]
13122020-09-12,"[128, 154]"
15372020-10-23,[50]
15372020-10-22,[142]
13422020-09-18,"[128, 141]"
13422020-09-19,"[128, 154, 156]"
15372020-10-27,[1]
6462020-10-25,"[22, 135, 154]"
15372020-10-25,"[76, 76, 93]"
15372020-10-24,"[12, 139]"
6462020-10-28,[142]
6462020-10-29,[134]
13422020-09-11,"[74, 128, 128, 169]"
13422020-09-16,"[76, 134, 141, 155]"
13422020-09-14,"[141, 154]"
13422020-09-15,[108]
12662020-10-21,[178]
8292020-10-23,[128]
13122020-09-18,"[128, 141]"
13152020-10-09,"[156, 187]"
5402020-10-25,[142]
5402020-10-24,"[76, 146, 151]"
7292020-11-29,"[146, 151]"
5402020-10-26,"[76, 124]"
5402020-10-21,[161]
5402020-10-20,[128]
6252020-08-24,"[140, 148]"
5402020-10-22,[154]
7292020-11-23,[128]
7292020-11-22,[128]
7292020-11-21,[18]
7292020-11-20,[12]
7292020-11-27,[76]
5402020-10-28,[26]
8742020-11-16,"[130, 134, 135]"
7292020-11-24,[93]
9692020-11-07,"[100, 169]"
8402020-10-02,[182]
10272020-09-02,[154]
8402020-10-03,"[130, 134]"
3162020-11-14,"[169, 186]"
6912020-10-11,"[139, 170]"
9692020-11-09,[130]
10272020-09-04,"[128, 135, 154]"
10162020-11-13,[134]
10912020-11-20,[1]
10912020-11-23,"[129, 134, 135, 138, 154]"
132020-10-04,"[2, 123]"
7122020-11-17,[1]
3162020-11-16,"[132, 154]"
10912020-11-27,"[108, 168]"
10162020-11-14,[1]
10912020-11-29,[107]
10912020-11-28,"[128, 134, 140]"
10162020-11-19,[12]
10162020-11-18,"[107, 128]"
8402020-10-07,[169]
10272020-09-09,[128]
8402020-10-04,[161]
3162020-11-19,[154]
12362020-08-26,"[134, 138]"
10802020-09-13,[154]
12992020-10-21,[128]
10802020-09-12,[12]
8492020-11-13,[142]
2182020-11-07,"[151, 164]"
5202020-09-04,[178]
9832020-11-29,[130]
9832020-11-28,"[138, 154]"
4742020-10-09,"[128, 169]"
6912020-10-13,"[142, 155]"
4742020-10-07,"[128, 154]"
4742020-10-06,[21]
5742020-11-07,"[76, 169]"
4742020-10-04,[130]
9832020-11-21,[129]
9832020-11-20,[93]
4742020-10-01,[135]
6252020-08-27,"[74, 155, 155]"
6452020-11-14,[20]
2982020-11-19,[2]
6452020-11-16,[124]
15342020-11-12,[130]
6452020-11-10,"[142, 154]"
6452020-11-13,[151]
13582020-09-01,[156]
2982020-11-13,[14]
2982020-11-11,"[130, 151, 166]"
2982020-11-10,"[21, 154]"
6452020-11-19,"[18, 21, 124]"
3182020-09-29,"[76, 141, 154, 154, 155, 156, 157, 169, 170]"
2982020-11-15,"[151, 166]"
15342020-11-19,[130]
5452020-10-11,[134]
6912020-10-12,[148]
5452020-10-10,"[146, 146, 151]"
1972020-10-15,[179]
5452020-10-13,[142]
4542020-11-18,"[131, 132]"
10372020-11-29,"[135, 138]"
10372020-11-28,[134]
16912020-10-17,[156]
16912020-10-11,[154]
2042020-10-28,"[15, 134, 135, 154]"
5872020-08-28,"[124, 154]"
5872020-08-27,"[124, 154]"
5872020-08-26,"[12, 156]"
10372020-11-23,"[128, 135]"
5872020-08-24,"[128, 134, 154]"
5872020-08-23,"[128, 129, 148]"
5872020-08-22,[130]
10372020-11-27,"[76, 76, 128]"
5872020-08-20,[128]
4542020-11-15,[76]
492020-11-18,"[2, 123]"
492020-11-19,"[2, 123]"
13582020-09-09,"[146, 151]"
492020-11-12,"[2, 123]"
492020-11-13,[2]
492020-11-10,[2]
492020-11-11,"[2, 123]"
8342020-08-19,[156]
492020-11-17,[2]
492020-11-14,[50]
492020-11-15,"[2, 123]"
6192020-10-24,"[146, 151, 169]"
14192020-11-18,[107]
6192020-10-26,[169]
6192020-10-27,[142]
6192020-10-20,[76]
6192020-10-21,"[76, 173]"
6192020-10-22,[25]
6192020-10-23,"[128, 134, 154]"
12272020-09-15,"[108, 128, 169, 171]"
12272020-09-16,"[25, 100, 107, 128]"
12272020-09-17,[93]
6192020-10-28,"[76, 108]"
6192020-10-29,[128]
12272020-09-12,[148]
12272020-09-13,[156]
2682020-11-01,[130]
2512020-09-05,"[76, 76, 107, 146, 148, 151, 164]"
2512020-09-06,[130]
2682020-11-02,[124]
2682020-11-05,[154]
2682020-11-04,[15]
2682020-11-07,[134]
2512020-09-03,"[26, 74, 139, 152, 163]"
2682020-11-09,[134]
2682020-11-08,[15]
2512020-09-08,"[146, 151]"
2512020-09-09,"[12, 148, 156]"
6832020-08-21,[154]
15982020-10-25,"[22, 154, 171]"
