Users,Items
15722020-08-20,[134]
782020-10-06,[108]
4862020-10-01,"[128, 170]"
782020-10-04,"[2, 189]"
12612020-09-19,"[76, 160]"
782020-10-02,[2]
4862020-10-05,[129]
4862020-10-06,[12]
14722020-10-24,"[128, 154]"
6252020-08-23,"[148, 151, 151, 156]"
12612020-09-13,[26]
12612020-09-10,[128]
12612020-09-11,"[76, 108, 140]"
12612020-09-16,"[19, 134, 155, 170]"
13002020-10-07,"[130, 154]"
782020-10-08,[2]
12612020-09-15,"[26, 76]"
1082020-11-08,[169]
1082020-11-09,[188]
4622020-10-10,"[156, 187]"
12832020-09-23,[154]
1082020-11-02,"[146, 151]"
1082020-11-04,[169]
1082020-11-05,[123]
1082020-11-06,[14]
1082020-11-07,[2]
102020-09-06,[163]
102020-09-07,[2]
102020-09-04,"[20, 22]"
102020-09-05,"[76, 107]"
102020-09-02,[123]
13002020-10-03,[130]
102020-09-01,"[22, 26, 156]"
12832020-09-20,"[139, 140, 169, 183]"
102020-09-08,"[2, 76, 107, 123, 123]"
102020-09-09,"[2, 76]"
7332020-10-25,[76]
7332020-10-24,[93]
7332020-10-27,[154]
7332020-10-26,"[151, 154, 177]"
7332020-10-21,"[130, 154]"
12472020-09-10,"[76, 134]"
7332020-10-23,[169]
7332020-10-22,"[18, 169]"
6632020-08-23,"[128, 154]"
14252020-10-19,[154]
7332020-10-29,[130]
7332020-10-28,[164]
1972020-10-12,"[156, 188]"
1392020-09-29,"[15, 123, 168]"
1392020-09-28,[2]
7672020-09-29,"[93, 135, 142]"
1392020-09-23,[107]
1392020-09-22,"[2, 18, 25, 76, 93, 107, 123, 172, 182]"
1392020-09-21,[2]
1392020-09-20,[2]
1392020-09-27,"[2, 76]"
1392020-09-26,[2]
1392020-09-25,[2]
1392020-09-24,[2]
6682020-08-25,"[130, 134]"
6682020-08-24,"[18, 140]"
6682020-08-27,"[124, 154, 155]"
6682020-08-26,"[128, 154]"
6682020-08-21,"[108, 128, 156]"
6682020-08-20,"[128, 154, 155, 159]"
2122020-10-10,[123]
6682020-08-22,"[25, 154]"
17552020-11-19,[154]
6682020-08-29,"[124, 155]"
6682020-08-28,"[15, 74]"
1972020-10-13,[146]
16682020-09-09,"[22, 76]"
1352020-10-18,"[22, 169]"
1352020-10-19,"[123, 188]"
4972020-08-29,[161]
1352020-10-10,[2]
10272020-10-03,"[25, 128]"
1352020-10-12,"[26, 74]"
1352020-10-13,[2]
1352020-10-14,[139]
1352020-10-15,[187]
1352020-10-16,"[25, 171]"
1352020-10-17,[2]
2122020-10-11,"[141, 169]"
10272020-10-01,[134]
1562020-09-18,[76]
5272020-09-04,[154]
6222020-11-07,[178]
15092020-11-13,[193]
7852020-10-22,"[138, 154]"
7852020-10-23,[138]
7852020-10-20,[128]
7852020-10-21,[170]
7652020-11-09,[14]
7852020-10-27,[128]
6472020-10-09,"[74, 169]"
7852020-10-25,[25]
6472020-10-07,[151]
15362020-10-05,[142]
6472020-10-05,"[12, 154]"
6472020-10-04,[128]
7652020-11-01,"[22, 134, 157]"
6472020-10-02,[128]
6472020-10-01,[22]
15362020-10-03,"[15, 20, 76, 128]"
14712020-11-16,[128]
1762020-11-15,"[2, 187]"
1762020-11-16,[169]
5592020-11-27,[154]
1762020-11-10,"[134, 135, 186]"
14712020-11-13,[171]
1762020-11-12,[15]
1762020-11-13,[134]
8872020-10-27,"[128, 156]"
1562020-09-13,[26]
8872020-10-25,[76]
8872020-10-24,"[141, 154]"
1762020-11-18,[2]
1762020-11-19,[124]
8872020-10-21,[76]
8872020-10-20,[124]
2852020-11-19,"[124, 134]"
2852020-11-18,"[93, 107]"
10812020-08-28,"[154, 154]"
2852020-11-15,"[15, 151]"
2852020-11-14,[151]
2852020-11-17,[178]
5592020-11-23,[20]
2852020-11-11,"[134, 142]"
2852020-11-10,"[1, 132, 154]"
2852020-11-13,[128]
2852020-11-12,[124]
2122020-10-17,"[26, 100]"
7372020-10-05,[169]
7742020-08-29,"[140, 155]"
7742020-08-28,[138]
7742020-08-27,[130]
7742020-08-26,[154]
7742020-08-25,"[156, 173]"
7742020-08-24,"[12, 151, 156]"
7742020-08-23,[154]
7742020-08-22,"[151, 155, 166]"
7742020-08-21,"[151, 155, 164]"
7742020-08-20,[154]
8812020-10-25,[142]
9642020-11-18,[15]
8812020-10-27,"[128, 187]"
8812020-10-26,[130]
8812020-10-21,[76]
8812020-10-20,[151]
8812020-10-23,"[128, 193]"
8812020-10-22,[192]
9642020-11-11,[139]
9642020-11-10,"[128, 138, 187]"
9642020-11-13,[135]
9642020-11-12,[128]
9642020-11-15,[141]
9642020-11-14,[142]
2122020-10-14,"[22, 156, 187]"
9642020-11-16,"[100, 128]"
6632020-08-20,[155]
11422020-09-18,"[128, 154]"
11422020-09-19,[154]
5272020-09-07,[148]
15512020-11-21,[190]
11422020-09-14,"[76, 128]"
11422020-09-16,"[21, 134, 176]"
11422020-09-17,[154]
11422020-09-10,"[76, 108]"
11422020-09-11,"[130, 156]"
11422020-09-12,"[151, 154]"
11422020-09-13,[156]
15612020-09-09,[105]
5142020-10-30,[169]
5432020-08-29,"[124, 169]"
5432020-08-28,[124]
5432020-08-27,[154]
5432020-08-26,[156]
5432020-08-25,[124]
5432020-08-24,"[107, 155]"
5432020-08-23,[133]
5432020-08-22,[18]
5432020-08-21,[140]
5432020-08-20,[128]
3152020-11-08,[141]
3152020-11-09,"[76, 160]"
10782020-09-16,"[134, 148, 151]"
3152020-11-04,[130]
3152020-11-05,[124]
3152020-11-06,"[146, 151, 173, 173]"
3152020-11-07,[25]
3152020-11-01,[154]
3152020-11-02,"[151, 177]"
5992020-09-05,[154]
12502020-10-09,"[74, 128, 157, 169, 170]"
12502020-10-08,[130]
15512020-11-29,[142]
12502020-10-03,[128]
16342020-09-09,[130]
12502020-10-01,[161]
12502020-10-07,"[108, 142, 151, 177]"
12502020-10-05,[12]
12502020-10-04,[138]
9172020-10-21,[140]
2862020-09-02,"[140, 146]"
2862020-09-03,"[4, 76, 152]"
2862020-09-04,"[129, 156]"
2862020-09-05,[130]
2862020-09-06,"[76, 107, 128, 148]"
2862020-09-07,"[76, 155]"
2862020-09-08,[164]
2862020-09-09,[169]
7832020-11-09,"[21, 107, 107]"
10812020-08-24,[159]
13782020-11-13,[135]
8192020-11-06,"[160, 194]"
13782020-11-15,"[128, 142]"
5272020-09-02,[134]
6962020-09-17,[155]
7392020-08-17,"[128, 154]"
11802020-09-04,"[128, 134]"
18312020-10-02,"[12, 154]"
18312020-10-03,[25]
4042020-11-18,"[107, 130]"
18312020-10-01,[25]
18312020-10-04,[142]
18312020-10-05,[128]
4042020-11-12,"[12, 124]"
4042020-11-13,[128]
4042020-11-10,"[25, 187]"
18312020-10-09,[129]
4042020-11-16,[169]
4042020-11-17,"[128, 154]"
4042020-11-14,[76]
4042020-11-15,"[107, 187]"
17842020-10-05,"[128, 134]"
17842020-10-04,"[15, 169]"
17842020-10-06,"[22, 25]"
16502020-11-17,"[130, 190]"
16502020-11-16,[154]
13912020-09-18,"[93, 146, 151, 154]"
13912020-09-19,"[21, 76, 93]"
13912020-09-16,"[107, 128]"
3032020-09-22,[146]
13912020-09-14,[134]
3722020-08-17,"[128, 157]"
13912020-09-12,"[128, 171]"
17842020-10-08,[170]
13912020-09-11,"[135, 151, 154, 164]"
15682020-11-20,[76]
15682020-11-21,[154]
922020-10-08,"[108, 169]"
922020-10-09,[2]
2122020-10-19,"[93, 151]"
15682020-11-25,"[128, 142]"
15682020-11-28,[76]
922020-10-03,[2]
922020-10-01,[179]
922020-10-06,[169]
922020-10-07,"[2, 123, 169]"
922020-10-04,[179]
922020-10-05,[2]
2892020-08-26,"[128, 140]"
11802020-09-06,"[105, 128]"
3622020-10-30,[140]
10362020-10-07,"[1, 142]"
3432020-10-19,[124]
3432020-10-18,"[139, 178]"
10362020-10-06,[135]
14732020-10-08,[128]
3432020-10-11,[130]
3432020-10-10,"[74, 154]"
3432020-10-13,[130]
14732020-10-07,"[15, 76, 174]"
3432020-10-15,[154]
14732020-10-01,[93]
3432020-10-17,[170]
14732020-10-03,"[76, 128]"
2892020-08-20,[2]
8742020-11-12,"[151, 164]"
10472020-11-25,"[76, 130]"
10362020-10-02,[141]
18122020-10-01,"[148, 154]"
14722020-09-14,[130]
7552020-11-06,[124]
10472020-11-27,"[130, 142, 164]"
7552020-11-01,"[94, 134, 140, 155]"
7552020-11-02,"[108, 130]"
2272020-08-29,"[15, 169]"
2272020-08-26,[158]
2272020-08-27,[138]
2272020-08-24,[128]
2272020-08-25,"[146, 148, 151, 164]"
2272020-08-22,"[2, 161]"
14722020-09-16,"[107, 169]"
2272020-08-20,[154]
2272020-08-21,"[139, 169]"
15352020-11-22,[169]
1002020-08-13,"[130, 157]"
14882020-10-01,[128]
1002020-08-15,[12]
1002020-08-14,[16]
1002020-08-17,"[128, 154]"
1002020-08-16,[165]
1002020-08-19,"[12, 155]"
1042020-10-25,[123]
9672020-10-30,[128]
6052020-11-08,"[138, 142]"
15352020-11-20,"[93, 129]"
11212020-11-28,[15]
6442020-11-22,[128]
1902020-09-17,"[2, 76]"
14902020-09-18,"[130, 134, 154, 154]"
2062020-08-28,"[151, 164]"
1902020-09-16,[76]
14902020-09-19,"[76, 128]"
6442020-11-27,"[138, 138]"
11812020-10-08,[154]
11812020-10-09,"[128, 154, 157]"
11812020-10-06,"[108, 156]"
14162020-11-22,[130]
11812020-10-04,"[128, 169]"
11812020-10-05,[76]
11812020-10-02,"[15, 161]"
11812020-10-03,[142]
16812020-11-30,[98]
18842020-09-17,[169]
16282020-10-09,[169]
4562020-08-19,[154]
4562020-08-18,"[146, 148, 151, 159, 164]"
7302020-08-29,[154]
6202020-08-17,"[134, 154]"
6202020-08-18,"[128, 140]"
7302020-08-26,[135]
7302020-08-25,[154]
4562020-08-16,[132]
7302020-08-23,"[154, 170]"
7302020-08-22,"[2, 123, 169]"
7302020-08-21,[107]
7302020-08-20,"[2, 159]"
4272020-08-27,[124]
10812020-08-23,[151]
21332020-09-19,"[76, 128]"
3232020-11-27,"[151, 164, 170]"
1362020-10-21,"[100, 123]"
11172020-10-09,[128]
15112020-11-12,[130]
11942020-10-29,[132]
11172020-10-03,[154]
11172020-10-02,"[175, 187]"
11172020-10-01,[46]
11172020-10-07,[169]
11172020-10-06,[12]
11172020-10-05,"[134, 154]"
11172020-10-04,"[128, 169]"
4742020-09-01,[170]
6702020-08-28,[124]
4742020-09-03,"[12, 130]"
4742020-09-02,"[161, 161]"
4742020-09-05,[151]
13192020-11-28,"[128, 138, 168]"
4742020-09-07,[154]
4742020-09-06,[148]
4742020-09-09,"[151, 164, 169]"
4742020-09-08,"[22, 76]"
3232020-11-22,[148]
15112020-11-19,[167]
11942020-10-26,[155]
1822020-09-14,"[135, 139, 151, 155, 164]"
16282020-10-05,[154]
4282020-08-27,[161]
13192020-11-22,"[107, 134]"
13492020-10-20,[139]
3232020-11-28,"[12, 130]"
15062020-11-19,"[135, 154]"
18052020-09-10,"[146, 151]"
6552020-11-19,[154]
6552020-11-12,"[124, 168]"
6552020-11-13,[100]
15062020-11-13,[14]
15062020-11-12,[14]
6552020-11-16,[124]
6552020-11-17,[180]
15062020-11-17,[76]
6552020-11-15,[130]
13492020-10-24,[156]
12942020-09-18,"[130, 151, 155, 164]"
12162020-11-18,"[25, 107, 128, 135]"
12942020-09-16,"[26, 128]"
15202020-08-20,"[133, 161]"
12942020-09-15,[128]
12942020-09-12,[130]
12942020-09-13,"[151, 177]"
15202020-08-24,[19]
12942020-09-11,"[128, 154, 156]"
4272020-08-23,"[146, 151]"
16142020-09-10,[156]
12192020-08-29,"[156, 161, 169]"
12192020-08-28,[154]
1512020-10-14,"[142, 146, 151]"
18242020-09-19,"[107, 128]"
2752020-10-18,[151]
10032020-11-07,[141]
10192020-11-25,"[146, 151]"
142020-08-14,"[135, 140]"
10032020-11-09,[76]
18242020-09-17,[100]
10192020-11-24,"[141, 142]"
7952020-08-20,[154]
7952020-08-21,"[134, 140, 156]"
7162020-09-27,"[76, 107]"
7952020-08-23,[128]
7952020-08-24,[154]
7952020-08-25,"[154, 157]"
7952020-08-26,[170]
7952020-08-27,[124]
7952020-08-28,"[15, 156]"
7952020-08-29,[124]
12162020-11-14,[154]
2872020-10-10,"[141, 151, 164]"
10192020-11-29,[142]
2872020-10-12,"[148, 151]"
2872020-10-13,"[146, 151]"
2872020-10-14,"[74, 156]"
2872020-10-15,[130]
2872020-10-16,[146]
2872020-10-17,[139]
2872020-10-18,"[132, 169, 169]"
2872020-10-19,"[93, 139, 151, 166]"
4922020-09-22,"[159, 169]"
2752020-10-11,"[130, 142]"
272020-09-22,"[156, 169]"
272020-09-23,[2]
272020-09-20,[2]
12192020-08-22,[123]
272020-09-26,"[2, 123, 179]"
272020-09-27,"[2, 123]"
272020-09-24,"[2, 159]"
272020-09-25,"[2, 108]"
11942020-10-23,"[128, 129]"
272020-09-28,[2]
272020-09-29,[2]
8742020-11-10,[142]
5202020-10-26,"[12, 154]"
1642020-10-18,[193]
1642020-10-19,"[169, 170, 187, 188]"
1642020-10-16,[74]
1642020-10-17,[156]
1642020-10-14,"[142, 156]"
12192020-08-26,[107]
19882020-10-01,[129]
7162020-11-09,[151]
1642020-10-10,"[2, 187, 188]"
1642020-10-11,[74]
17882020-09-19,[169]
10662020-10-08,"[130, 138]"
10662020-10-09,"[15, 128]"
10662020-10-06,[138]
10662020-10-07,"[74, 154]"
10662020-10-04,"[128, 132, 169]"
17882020-09-17,"[128, 134]"
17882020-09-10,[12]
10662020-10-03,[154]
17882020-09-12,"[76, 134]"
10662020-10-01,"[128, 138, 159, 187]"
6612020-08-19,"[123, 155, 167]"
6612020-08-18,[148]
7262020-11-14,[154]
6612020-08-17,"[163, 167]"
9762020-10-19,"[134, 169]"
9762020-10-18,[138]
9762020-10-17,[142]
9762020-10-16,[19]
9762020-10-15,"[128, 140]"
9762020-10-14,[135]
9762020-10-13,[128]
8492020-11-15,[142]
2992020-11-28,[146]
9762020-10-10,"[142, 155]"
5202020-10-24,[157]
7162020-09-23,[154]
6472020-09-01,[76]
15362020-09-03,"[134, 161]"
2722020-10-27,[129]
2722020-10-26,"[146, 151]"
2722020-10-21,"[100, 108, 169]"
15362020-09-07,[156]
6472020-09-07,"[12, 76, 135]"
15362020-09-05,"[134, 158]"
6472020-09-09,"[128, 154]"
6472020-09-08,[138]
15362020-09-08,"[99, 128, 155]"
15362020-09-09,"[156, 169]"
2722020-10-29,[124]
2722020-10-28,[156]
4942020-11-28,"[128, 154]"
282020-09-19,"[21, 123]"
3322020-09-28,[93]
3322020-09-29,"[130, 146, 151, 164]"
12972020-09-25,"[12, 128]"
5022020-10-22,"[124, 135]"
4182020-11-08,"[26, 100]"
4182020-11-09,"[124, 141, 193]"
282020-09-10,"[74, 123]"
4942020-11-21,[76]
4182020-11-04,[130]
11502020-08-19,"[123, 154]"
4182020-11-02,"[12, 128]"
4942020-11-25,[76]
5022020-10-29,[128]
4182020-11-01,[134]
6262020-10-19,[134]
6262020-10-18,[169]
13862020-11-26,[142]
7512020-11-15,"[139, 151, 164]"
6262020-10-13,[134]
6262020-10-12,"[124, 134, 140]"
6262020-10-11,[131]
6262020-10-10,[176]
6262020-10-17,"[26, 107]"
5202020-10-22,[124]
6262020-10-15,[134]
6262020-10-14,"[155, 173, 178]"
14692020-11-19,"[140, 193]"
14692020-11-18,[142]
18252020-09-30,"[46, 76, 128]"
14692020-11-12,[134]
1022020-11-08,[170]
14692020-11-17,[130]
14692020-11-16,[154]
5502020-10-25,[154]
11232020-09-09,[154]
14432020-08-23,[170]
14432020-08-20,"[134, 135]"
5202020-10-21,[129]
14432020-08-24,"[138, 156]"
17282020-09-17,"[151, 164, 169]"
19882020-10-04,[178]
12482020-09-17,[169]
5472020-09-11,[93]
5472020-09-10,[128]
5472020-09-13,"[151, 154, 155]"
5472020-09-12,[134]
5472020-09-15,[171]
5472020-09-14,"[50, 74]"
5472020-09-17,[76]
5472020-09-16,[139]
5472020-09-18,"[21, 128, 140, 154]"
7532020-09-29,[76]
7532020-09-28,"[76, 142]"
2952020-10-17,[142]
2952020-10-11,[187]
2952020-10-10,"[130, 154]"
11202020-11-10,"[146, 151]"
2952020-10-12,"[139, 151, 164, 166]"
7532020-09-21,[128]
7532020-09-20,"[130, 139]"
7532020-09-23,"[141, 169]"
7532020-09-22,[128]
7532020-09-25,"[74, 100]"
7532020-09-24,"[14, 46, 108, 108]"
7532020-09-27,[142]
7532020-09-26,[128]
9702020-11-16,[128]
9702020-11-17,[154]
9702020-11-14,[130]
9702020-11-15,[142]
9702020-11-12,[128]
9702020-11-13,[142]
9702020-11-10,"[20, 154, 175]"
9702020-11-11,[141]
9702020-11-18,[128]
7162020-11-02,[128]
15102020-09-30,[178]
8942020-09-09,"[99, 108, 154]"
5502020-10-20,[193]
1702020-09-17,"[76, 156]"
1702020-09-16,[2]
1702020-09-15,"[130, 154, 154]"
5982020-11-15,[151]
1702020-09-13,[163]
1702020-09-12,[179]
1702020-09-11,"[130, 138, 154]"
1702020-09-10,"[22, 74]"
13822020-10-16,"[154, 173]"
1702020-09-19,[2]
1702020-09-18,[93]
2002020-09-15,"[146, 151]"
2002020-09-14,"[15, 76, 129]"
2002020-09-17,[2]
2002020-09-16,"[76, 105, 169, 176]"
2002020-09-11,"[135, 138, 154, 155]"
2002020-09-10,[12]
2002020-09-13,[148]
2002020-09-12,[2]
3372020-11-22,[148]
3372020-11-23,"[128, 139]"
3372020-11-20,"[93, 148]"
12762020-11-18,"[107, 138, 188]"
2002020-09-19,[123]
2002020-09-18,"[2, 123]"
3372020-11-24,[128]
13822020-10-11,"[130, 156]"
7582020-09-04,[93]
7582020-09-05,"[141, 155]"
7582020-09-06,"[128, 138, 169]"
7582020-09-07,"[130, 139, 148]"
7582020-09-01,[93]
7582020-09-02,[129]
7582020-09-03,[26]
7582020-09-08,[128]
7582020-09-09,"[76, 156]"
762020-10-16,"[2, 123]"
15122020-09-08,[128]
15122020-09-09,"[15, 51, 76, 108, 155]"
17282020-09-10,"[128, 156]"
16072020-09-26,[169]
7162020-11-07,"[107, 170]"
15122020-09-07,"[12, 128, 141]"
15122020-09-03,[22]
15502020-10-22,[134]
3202020-09-04,"[129, 169]"
17592020-10-09,[134]
17592020-10-08,[129]
19242020-09-21,[107]
19242020-09-20,"[76, 139, 151, 164]"
2672020-09-05,[76]
15502020-10-25,"[93, 156, 156]"
17592020-10-03,"[76, 130]"
5302020-10-03,[130]
2672020-09-09,"[76, 146, 151]"
2672020-09-08,[128]
3202020-09-09,[74]
17592020-10-06,[130]
17592020-10-05,[130]
5302020-10-05,"[154, 170]"
14732020-09-03,"[12, 155]"
16882020-09-12,[139]
14732020-09-06,[139]
4772020-08-18,"[128, 161]"
14732020-09-05,[128]
14732020-09-08,[138]
14732020-09-09,"[130, 141]"
5012020-11-08,[142]
10582020-10-24,[155]
5062020-10-03,[161]
5222020-10-06,"[151, 164]"
2862020-10-30,[154]
52020-08-16,[16]
5222020-10-03,[188]
5512020-08-28,[130]
5512020-08-29,"[151, 166]"
4112020-10-15,[154]
15232020-09-30,[182]
5512020-08-22,[123]
5512020-08-23,"[155, 161]"
5512020-08-20,"[128, 154]"
5512020-08-21,[148]
5512020-08-26,[156]
5512020-08-27,"[124, 159]"
5512020-08-24,[154]
5512020-08-25,[124]
16132020-09-28,"[76, 130, 138]"
15252020-10-03,"[20, 128, 189]"
16132020-09-21,"[140, 169, 173]"
7732020-09-13,[155]
16132020-09-23,[169]
16132020-09-26,[169]
16132020-09-27,[130]
3262020-09-03,"[4, 152]"
3262020-09-02,[124]
3262020-09-01,[76]
9362020-10-25,"[22, 173]"
4172020-09-22,[2]
9362020-10-23,[128]
3262020-09-05,"[12, 154]"
4172020-09-21,"[15, 128, 169]"
3262020-09-09,[130]
5542020-10-25,[139]
9362020-10-28,[134]
4172020-09-29,[151]
7342020-09-11,"[134, 157]"
10402020-10-02,[12]
16992020-09-19,"[128, 134, 156]"
16992020-09-18,"[74, 128]"
7342020-09-15,[176]
7342020-09-14,[169]
7342020-09-17,"[15, 169]"
19912020-09-20,"[76, 128]"
16992020-09-13,[99]
7342020-09-18,[76]
16992020-09-10,[128]
16992020-09-17,[140]
262020-08-13,[164]
1402020-11-23,[76]
4802020-11-16,[130]
10402020-10-01,[154]
8762020-11-06,[169]
8762020-11-07,"[107, 169]"
4802020-11-17,[169]
262020-08-15,"[151, 155, 164]"
13172020-11-30,"[130, 130]"
4802020-11-14,[193]
162020-10-25,[123]
6542020-09-23,[154]
10402020-10-04,[142]
13052020-10-17,[193]
10402020-10-05,"[76, 134]"
13052020-10-16,"[134, 141]"
262020-08-19,[169]
8712020-10-18,"[142, 193]"
2462020-11-06,"[146, 151]"
162020-10-29,[2]
8472020-08-17,[163]
4802020-11-11,[142]
6902020-09-23,[76]
6902020-09-22,[107]
6902020-09-21,[76]
6902020-09-20,"[15, 76, 154]"
6902020-09-27,"[133, 138]"
15432020-09-25,"[100, 108, 184]"
6902020-09-25,"[18, 128, 154, 169]"
6902020-09-24,"[26, 45, 176]"
15922020-11-12,[134]
6902020-09-29,"[130, 146, 148, 151, 154]"
6902020-09-28,"[15, 142, 154]"
15922020-11-16,"[76, 128]"
15922020-11-17,[193]
5212020-11-09,[146]
6542020-09-21,"[130, 148]"
632020-11-24,[188]
11552020-09-14,[128]
11062020-10-09,"[154, 188]"
1962020-10-04,[188]
7912020-11-26,"[1, 129, 154]"
10152020-11-10,[141]
6542020-09-20,[129]
14172020-09-08,"[105, 107]"
14172020-09-09,[170]
13992020-11-18,"[146, 151, 151, 193]"
13992020-11-17,[93]
14172020-09-05,[158]
14172020-09-06,"[130, 156]"
13722020-09-18,"[132, 151, 170]"
13992020-11-13,[134]
13992020-11-12,[76]
14172020-09-03,[154]
5642020-10-03,[164]
7212020-10-08,"[12, 154]"
7212020-10-09,[74]
17282020-09-19,[183]
7912020-11-27,[138]
7212020-10-02,"[128, 131]"
7212020-10-03,[129]
7212020-10-01,"[155, 161]"
7212020-10-06,"[151, 164]"
7212020-10-07,"[76, 142, 154]"
7212020-10-04,[14]
3282020-10-28,"[12, 146, 151, 166]"
5312020-10-21,[128]
5312020-10-20,[142]
5312020-10-23,"[76, 154, 161]"
5312020-10-22,"[12, 124]"
5312020-10-25,[169]
5312020-10-24,[100]
5312020-10-27,[178]
5312020-10-26,"[154, 157, 173]"
5312020-10-29,[169]
5312020-10-28,[154]
12172020-09-18,"[146, 151, 183]"
11082020-10-23,[128]
3742020-09-09,[169]
13072020-09-18,"[128, 154]"
13072020-09-16,[154]
13072020-09-13,[139]
13072020-09-12,[93]
13072020-09-11,"[22, 128, 128, 154, 154]"
8042020-11-09,"[141, 146, 151]"
8042020-11-07,[141]
8042020-11-06,[130]
8042020-11-02,[177]
7912020-11-25,"[151, 177]"
7002020-08-28,"[124, 124, 138]"
7002020-08-29,[139]
12382020-09-13,[135]
3742020-09-03,[161]
7002020-08-22,[130]
7002020-08-23,"[151, 164]"
7002020-08-20,[12]
7002020-08-21,"[130, 156]"
7002020-08-26,"[14, 154]"
2662020-10-30,[142]
7002020-08-24,"[133, 154]"
7002020-08-25,"[124, 154]"
3742020-09-01,[134]
15192020-09-25,"[76, 154]"
15192020-09-27,[140]
15192020-09-20,[169]
15192020-09-23,"[14, 108, 160, 175]"
15192020-09-22,"[107, 128]"
4992020-09-12,"[128, 157]"
15192020-09-28,"[136, 169]"
12282020-10-28,[142]
12282020-10-29,[93]
702020-09-02,"[22, 123]"
702020-09-03,"[108, 132, 171]"
702020-09-04,[2]
702020-09-05,"[2, 123]"
702020-09-06,[19]
702020-09-07,[123]
702020-09-08,[163]
702020-09-09,"[2, 123, 169]"
12282020-10-22,"[14, 130, 134, 154, 193]"
12282020-10-23,"[140, 154]"
12282020-10-24,"[12, 193]"
7912020-11-23,[130]
16652020-09-09,[156]
3352020-09-18,[107]
10242020-11-19,[128]
12092020-09-26,[130]
16102020-09-09,[134]
16102020-09-08,[18]
7732020-09-19,[169]
3352020-09-10,"[76, 130, 134]"
10242020-11-11,"[128, 154, 175]"
10242020-11-12,"[128, 130]"
10242020-11-13,[12]
3352020-09-14,[154]
10242020-11-15,"[76, 142, 154]"
10242020-11-16,[128]
10242020-11-17,"[107, 190]"
5002020-11-26,"[154, 170]"
452020-10-18,[188]
12032020-10-15,[134]
10682020-10-18,[186]
12032020-10-16,"[156, 171]"
15462020-09-20,[183]
5672020-09-17,[159]
5672020-09-16,[76]
4832020-09-09,[128]
5672020-09-14,[76]
5672020-09-13,"[14, 154]"
5672020-09-12,"[148, 151]"
5672020-09-11,"[128, 154, 169, 171]"
7362020-10-10,"[25, 100]"
4832020-09-03,"[151, 164]"
4832020-09-02,"[124, 170]"
4832020-09-01,[124]
4832020-09-07,"[25, 76, 128, 128, 154, 163]"
4832020-09-06,[154]
5672020-09-19,[128]
4832020-09-04,[108]
13312020-11-12,[128]
14242020-09-21,[154]
14972020-11-18,[134]
16692020-10-17,[128]
14242020-09-25,"[128, 134]"
14242020-09-26,[107]
9392020-11-18,[107]
14242020-09-28,[107]
9622020-08-19,[123]
9392020-11-15,[142]
9392020-11-14,[134]
14972020-11-16,"[130, 170]"
9392020-11-12,[128]
9392020-11-11,"[15, 100, 154, 160, 168]"
12572020-10-16,"[128, 191]"
13752020-11-30,[134]
1472020-11-18,"[76, 100, 107]"
7362020-10-17,[130]
1472020-11-14,[2]
1472020-11-15,[2]
1472020-11-16,"[20, 108]"
1472020-11-17,[26]
1472020-11-10,"[123, 169]"
1472020-11-11,[188]
4932020-10-04,[76]
1472020-11-13,[160]
8642020-09-22,"[151, 164, 170]"
3992020-11-28,[151]
6632020-11-10,[186]
16922020-09-10,"[128, 154]"
16922020-09-12,[107]
16922020-09-13,"[148, 156, 176]"
6632020-11-13,[100]
16922020-09-17,[154]
16922020-09-18,[128]
16922020-09-19,[141]
6632020-11-12,[169]
2032020-11-08,[188]
15812020-11-19,[167]
13022020-09-26,[178]
4342020-11-29,[1]
4992020-09-19,[182]
4222020-10-06,[169]
4222020-10-07,[154]
4222020-10-04,"[76, 151]"
4222020-10-05,[12]
21582020-09-29,[134]
5762020-09-24,[154]
12232020-10-04,"[128, 142]"
8692020-11-27,[138]
13312020-11-17,[130]
5982020-11-11,[170]
12232020-10-07,"[12, 108, 169]"
4222020-10-08,"[76, 154]"
4222020-10-09,[128]
7202020-10-21,"[142, 170]"
7202020-10-20,"[134, 135, 193]"
7202020-10-23,"[151, 154, 164]"
7202020-10-22,"[12, 128]"
8642020-09-24,[128]
3692020-09-19,"[146, 151]"
7202020-10-27,[187]
7202020-10-26,"[146, 151, 154]"
7202020-10-29,"[128, 154]"
12232020-10-01,"[76, 128, 134]"
3692020-09-18,[128]
3842020-11-05,[124]
8392020-08-18,"[123, 123, 128, 130]"
8392020-08-19,"[156, 163]"
10172020-10-08,"[154, 182]"
10172020-10-09,"[128, 170]"
12242020-09-19,[154]
12242020-09-18,"[128, 146, 151, 155, 156, 157, 177]"
12242020-09-17,"[74, 93]"
10172020-10-03,"[12, 129]"
12242020-09-15,"[18, 50, 108]"
13952020-11-25,"[128, 154]"
