BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating
7,2,2,2020-11-21 17:03:03,8.000000,"F2059",1,2
7,2,8,2020-11-05 17:08:46,8.000000,"F2380",1,2
7,15,1,2020-11-25 17:02:30,35.000000,"F3787",1,4
7,22,2,2020-11-02 17:13:14,15.000000,"F2078",1,2
7,76,1,2020-11-19 17:08:27,33.000000,"F4493",4,1
7,93,1,2020-11-28 17:05:09,32.000000,"F1154",2,4
7,98,2,2020-11-28 17:05:09,10.000000,"F1154",1,4
7,107,1,2020-11-21 17:03:03,10.000000,"F2059",2,3
7,107,1,2020-11-22 17:07:05,10.000000,"F2040",1,5
7,108,1,2020-11-17 17:06:17,20.000000,"F3171",2,3
7,123,1,2020-11-13 17:02:36,8.000000,"F3187",2,4
7,123,1,2020-11-26 17:01:17,8.000000,"F2577",2,5
7,123,2,2020-11-01 17:05:55,8.000000,"F2738",1,2
7,123,2,2020-11-07 17:04:25,8.000000,"H2046",1,3
7,123,2,2020-11-27 17:00:49,8.000000,"F3678",1,3
7,123,4,2020-11-05 17:08:46,8.000000,"F2380",2,4
7,141,1,2020-11-25 20:16:44,40.000000,"F4268",1,2
7,169,1,2020-11-04 17:03:11,25.000000,"F1583",1,4
7,188,1,2020-11-19 17:08:27,18.000000,"F4493",1,4
7,188,1,2020-11-23 17:03:36,18.000000,"F2963",1,4
7,188,1,2020-11-24 17:04:02,18.000000,"F2531",1,2
7,188,1,2020-11-29 17:02:21,18.000000,"F2192",1,4
7,193,1,2020-11-06 17:03:28,18.000000,"F2567",2,4
8,2,1,2020-11-08 17:09:56,8.000000,"F3259",1,4
8,2,1,2020-11-26 17:01:20,8.000000,"F2790",1,1
8,2,2,2020-11-01 17:06:03,8.000000,"F2382",1,3
8,2,2,2020-11-05 17:09:43,8.000000,"F4774",1,2
8,2,2,2020-11-06 17:03:30,8.000000,"F2282",1,3
8,2,2,2020-11-09 17:08:39,8.000000,"F0000",1,3
8,2,2,2020-11-11 17:03:45,8.000000,"F2608",1,3
8,2,2,2020-11-13 17:02:41,8.000000,"F2103",1,5
8,2,2,2020-11-14 17:09:48,8.000000,"F3496",1,1
8,2,2,2020-11-17 17:06:25,8.000000,"F2038",1,4
8,2,2,2020-11-19 17:08:32,8.000000,"F1520",1,2
8,2,2,2020-11-28 17:05:25,8.000000,"F2458",1,3
8,2,2,2020-11-29 17:03:48,8.000000,"F1052",3,4
8,2,3,2020-11-10 17:08:10,8.000000,"F2164",1,5
8,2,4,2020-11-16 17:00:52,8.000000,"F2073",1,1
8,2,6,2020-11-12 17:04:38,8.000000,"F2228",1,3
8,15,1,2020-11-18 17:03:57,35.000000,"F2737",2,5
8,50,2,2020-11-27 17:00:59,20.000000,"F2157",1,5
8,76,1,2020-11-25 17:02:33,33.000000,"F1385",1,1
8,93,1,2020-11-07 17:06:22,32.000000,"F3537",1,2
8,107,1,2020-11-04 17:03:38,10.000000,"F2276",1,3
8,107,1,2020-11-18 17:03:57,10.000000,"F2737",1,3
8,107,1,2020-11-22 17:07:24,10.000000,"F2366",1,4
8,107,1,2020-11-23 17:03:49,10.000000,"F2518",1,3
8,107,2,2020-11-29 17:03:48,10.000000,"F1052",2,3
8,123,1,2020-11-07 17:06:22,8.000000,"F3537",2,5
8,123,1,2020-11-13 17:02:41,8.000000,"F2103",2,3
8,123,1,2020-11-17 17:06:25,8.000000,"F2038",2,1
8,123,1,2020-11-26 17:01:20,8.000000,"F2790",2,2
8,123,1,2020-11-28 17:05:25,8.000000,"F2458",2,1
8,123,2,2020-11-15 17:03:40,8.000000,"F3525",1,3
8,123,3,2020-11-12 17:04:38,8.000000,"F2228",2,3
8,146,1,2020-11-25 20:16:48,85.000000,"H1129",1,5
8,151,2,2020-11-25 20:16:48,12.000000,"H1129",2,1
8,160,2,2020-11-10 17:08:10,25.000000,"F2164",2,5
8,169,1,2020-11-11 17:03:45,25.000000,"F2608",2,3
8,169,1,2020-11-14 17:09:48,25.000000,"F3496",2,5
8,169,1,2020-11-15 17:03:40,25.000000,"F3525",2,3
8,188,1,2020-11-20 17:06:17,18.000000,"F2075",1,4
8,188,1,2020-11-21 17:05:13,18.000000,"F3738",1,1
8,188,1,2020-11-24 17:05:59,18.000000,"F2221",1,4
8,188,2,2020-11-29 17:03:48,18.000000,"F1052",1,4
9,1,10,2020-11-25 17:03:37,7.000000,"F0000",1,2
9,2,1,2020-11-02 17:14:55,8.000000,"F2790",1,2
9,2,1,2020-11-04 17:05:40,8.000000,"H1130",1,4
9,2,1,2020-11-05 17:12:28,8.000000,"F2691",1,3
9,2,1,2020-11-07 17:06:27,8.000000,"F3551",1,1
9,2,1,2020-11-19 17:08:43,8.000000,"F1095",2,2
9,2,1,2020-11-27 17:02:06,8.000000,"F2705",1,4
9,2,2,2020-11-01 17:06:18,8.000000,"F2511",1,4
9,2,2,2020-11-08 17:10:57,8.000000,"F3079",1,3
9,2,2,2020-11-12 17:05:42,8.000000,"F2749",1,5
9,2,2,2020-11-14 17:09:58,8.000000,"F3096",1,3
9,2,2,2020-11-16 17:00:56,8.000000,"F2629",1,3
9,2,2,2020-11-28 17:05:38,8.000000,"F2364",1,1
9,2,3,2020-11-13 17:02:44,8.000000,"F4592",1,2
9,2,3,2020-11-29 17:04:28,8.000000,"F1263",1,2
9,2,4,2020-11-06 17:03:44,8.000000,"F2571",1,2
9,2,4,2020-11-11 17:03:50,8.000000,"F2232",1,1
9,15,1,2020-11-17 17:07:41,35.000000,"F2025",1,3
9,18,1,2020-11-23 17:03:58,55.000000,"F2963",1,3
9,21,2,2020-11-09 17:09:03,30.000000,"F3286",1,3
9,76,1,2020-11-18 17:04:01,33.000000,"F5803",1,4
9,76,1,2020-11-29 17:04:28,33.000000,"F1263",4,3
9,100,2,2020-11-10 17:08:16,35.000000,"F2705",1,1
9,107,1,2020-11-02 17:14:55,10.000000,"F2790",3,3
9,107,1,2020-11-22 17:07:36,10.000000,"F2177",2,2
9,107,2,2020-11-21 17:05:21,10.000000,"F3740",2,3
9,108,1,2020-11-14 17:09:58,20.000000,"F3096",2,4
9,123,1,2020-11-02 17:14:55,8.000000,"F2790",2,3
9,123,1,2020-11-13 17:02:44,8.000000,"F4592",2,2
9,123,1,2020-11-19 17:08:43,8.000000,"F1095",1,4
9,123,1,2020-11-28 17:05:38,8.000000,"F2364",2,3
9,146,2,2020-11-25 20:17:04,85.000000,"F0000",1,4
9,151,8,2020-11-25 20:17:04,12.000000,"F0000",2,1
9,169,1,2020-11-20 17:06:22,25.000000,"F2075",1,1
9,170,1,2020-11-29 17:04:28,20.000000,"F1263",3,4
9,170,3,2020-11-17 17:07:41,20.000000,"F2025",3,1
9,188,1,2020-11-15 17:03:43,18.000000,"F2371",1,1
9,188,1,2020-11-21 17:05:21,18.000000,"F3740",1,2
9,188,1,2020-11-22 17:07:36,18.000000,"F2177",1,3
9,188,1,2020-11-24 17:06:18,18.000000,"F2119",1,5
9,188,1,2020-11-26 17:02:02,18.000000,"F2664",1,1
9,188,1,2020-11-29 17:04:28,18.000000,"F1263",2,4
9,190,1,2020-11-17 17:07:41,15.000000,"F2025",2,3
10,1,2,2020-11-22 17:07:49,7.000000,"F2749",1,1
10,2,1,2020-11-01 17:06:33,8.000000,"F2734",1,3
10,2,1,2020-11-04 17:06:00,8.000000,"F1583",1,3
10,2,1,2020-11-05 17:13:53,8.000000,"F3855",1,1
10,2,1,2020-11-09 17:09:09,8.000000,"F2247",1,5
10,2,1,2020-11-16 17:00:59,8.000000,"F2729",1,2
10,2,1,2020-11-17 17:07:51,8.000000,"F2462",4,2
10,2,1,2020-11-18 17:04:09,8.000000,"F2819",1,4
10,2,1,2020-11-27 17:02:10,8.000000,"F2349",1,4
10,2,1,2020-11-29 17:05:19,8.000000,"F1858",1,4
10,2,2,2020-11-02 17:15:08,8.000000,"F0000",1,3
10,2,2,2020-11-06 17:03:47,8.000000,"F2546",1,2
